cancer_classification,SEX_CHARACTER,YEAR,Age_Group,Cases_by_Age,TOTAL
Hodgkin lymphoma (C81),M,2010,N75_79,108,2609
Hodgkin lymphoma (C81),M,2011,N75_79,98,2605
Hodgkin lymphoma (C81),M,2012,N75_79,115,2620
Hodgkin lymphoma (C81),M,2013,N75_79,140,2777
Hodgkin lymphoma (C81),M,2014,N75_79,145,2880
Hodgkin lymphoma (C81),M,2015,N75_79,139,2939
Hodgkin lymphoma (C81),M,2016,N75_79,135,2779
Hodgkin lymphoma (C81),M,2017,N75_79,155,2834
Hodgkin lymphoma (C81),F,1953,N75_79,2,90
Hodgkin lymphoma (C81),F,1954,N75_79,2,63
Hodgkin lymphoma (C81),F,1955,N75_79,4,77
Hodgkin lymphoma (C81),F,1956,N75_79,3,63
Hodgkin lymphoma (C81),F,1957,N75_79,3,68
Hodgkin lymphoma (C81),F,1958,N75_79,3,83
Hodgkin lymphoma (C81),F,1959,N75_79,3,81
Hodgkin lymphoma (C81),F,1960,N75_79,3,94
Hodgkin lymphoma (C81),F,1961,N75_79,3,89
Hodgkin lymphoma (C81),F,1962,N75_79,3,84
Hodgkin lymphoma (C81),F,1963,N75_79,6,70
Hodgkin lymphoma (C81),F,1964,N75_79,4,98
Hodgkin lymphoma (C81),F,1965,N75_79,5,94
Hodgkin lymphoma (C81),F,1966,N75_79,7,103
Hodgkin lymphoma (C81),F,1967,N75_79,3,110
Hodgkin lymphoma (C81),F,1968,N75_79,4,110
Hodgkin lymphoma (C81),F,1969,N75_79,13,107
Hodgkin lymphoma (C81),F,1970,N75_79,6,106
Hodgkin lymphoma (C81),F,1971,N75_79,37,620
Hodgkin lymphoma (C81),F,1972,N75_79,46,635
Hodgkin lymphoma (C81),F,1973,N75_79,50,649
Hodgkin lymphoma (C81),F,1974,N75_79,44,666
Hodgkin lymphoma (C81),F,1975,N75_79,34,602
Hodgkin lymphoma (C81),F,1976,N75_79,39,622
Hodgkin lymphoma (C81),F,1977,N75_79,36,620
Hodgkin lymphoma (C81),F,1978,N75_79,42,672
Hodgkin lymphoma (C81),F,1979,N75_79,41,690
Hodgkin lymphoma (C81),F,1980,N75_79,43,769
Hodgkin lymphoma (C81),F,1981,N75_79,45,662
Hodgkin lymphoma (C81),F,1982,N75_79,45,665
Hodgkin lymphoma (C81),F,1983,N75_79,66,966
Hodgkin lymphoma (C81),F,1984,N75_79,59,993
Hodgkin lymphoma (C81),F,1985,N75_79,50,1018
Hodgkin lymphoma (C81),F,1986,N75_79,56,989
Hodgkin lymphoma (C81),F,1987,N75_79,53,1043
Hodgkin lymphoma (C81),F,1988,N75_79,73,1106
Hodgkin lymphoma (C81),F,1989,N75_79,66,1305
Hodgkin lymphoma (C81),F,1990,N75_79,60,1316
Hodgkin lymphoma (C81),F,1991,N75_79,64,1279
Hodgkin lymphoma (C81),F,1992,N75_79,61,1354
Hodgkin lymphoma (C81),F,1993,N75_79,48,1393
Hodgkin lymphoma (C81),F,1994,N75_79,36,1433
Hodgkin lymphoma (C81),F,1995,N75_79,58,1432
Hodgkin lymphoma (C81),F,1996,N75_79,53,1413
Hodgkin lymphoma (C81),F,1997,N75_79,61,1381
Hodgkin lymphoma (C81),F,1998,N75_79,61,1660
Hodgkin lymphoma (C81),F,1999,N75_79,86,1655
Hodgkin lymphoma (C81),F,2000,N75_79,75,1662
Hodgkin lymphoma (C81),F,2001,N75_79,82,1716
Hodgkin lymphoma (C81),F,2002,N75_79,75,1683
Hodgkin lymphoma (C81),F,2003,N75_79,85,1790
Hodgkin lymphoma (C81),F,2004,N75_79,80,1928
Hodgkin lymphoma (C81),F,2005,N75_79,81,1933
Hodgkin lymphoma (C81),F,2006,N75_79,90,2026
Hodgkin lymphoma (C81),F,2007,N75_79,101,1996
Hodgkin lymphoma (C81),F,2008,N75_79,90,2026
Hodgkin lymphoma (C81),F,2009,N75_79,114,2167
Hodgkin lymphoma (C81),F,2010,N75_79,92,2162
Hodgkin lymphoma (C81),F,2011,N75_79,102,2187
Hodgkin lymphoma (C81),F,2012,N75_79,92,2079
Hodgkin lymphoma (C81),F,2013,N75_79,109,2243
Hodgkin lymphoma (C81),F,2014,N75_79,106,2247
Hodgkin lymphoma (C81),F,2015,N75_79,111,2228
Hodgkin lymphoma (C81),F,2016,N75_79,126,2329
Hodgkin lymphoma (C81),F,2017,N75_79,119,2138
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1953,N75_79,12,145
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1954,N75_79,11,163
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1955,N75_79,11,166
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1956,N75_79,18,178
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1957,N75_79,21,218
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1958,N75_79,21,213
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1959,N75_79,22,242
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1960,N75_79,17,223
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1961,N75_79,33,214
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1962,N75_79,19,223
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1963,N75_79,27,244
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1964,N75_79,18,243
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1965,N75_79,27,277
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1966,N75_79,17,255
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1967,N75_79,23,287
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1968,N75_79,21,268
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1969,N75_79,27,306
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1970,N75_79,29,285
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1971,N75_79,122,1508
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1972,N75_79,117,1626
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1973,N75_79,131,1705
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1974,N75_79,154,1813
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1975,N75_79,171,1879
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1976,N75_79,169,1955
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1977,N75_79,190,2062
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1978,N75_79,242,2402
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1979,N75_79,272,2520
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1980,N75_79,264,2623
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1981,N75_79,287,2742
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1982,N75_79,300,2840
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1983,N75_79,376,3633
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1984,N75_79,408,3775
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1985,N75_79,462,4006
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1986,N75_79,471,4360
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1987,N75_79,530,4792
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1988,N75_79,606,5373
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1989,N75_79,748,6456
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1990,N75_79,736,6728
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1991,N75_79,834,6926
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1992,N75_79,760,7157
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1993,N75_79,795,7906
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1994,N75_79,779,8169
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1995,N75_79,805,7899
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1996,N75_79,835,8244
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1997,N75_79,924,8442
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1998,N75_79,1148,9657
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,1999,N75_79,1253,9923
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2000,N75_79,1257,10210
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2001,N75_79,1223,10306
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2002,N75_79,1298,10577
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2003,N75_79,1525,11798
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2004,N75_79,1481,12197
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2005,N75_79,1572,12672
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2006,N75_79,1751,13075
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2007,N75_79,1690,13590
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2008,N75_79,1737,13839
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2009,N75_79,1916,14765
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2010,N75_79,1844,15094
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2011,N75_79,2009,15914
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2012,N75_79,2082,16071
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2013,N75_79,2213,16909
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2014,N75_79,2351,17193
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2015,N75_79,2334,17451
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2016,N75_79,2458,18134
"Non-Hodgkin lymphoma2 (C82-86, C96)",M,2017,N75_79,2358,17261
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1953,N75_79,9,95
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1954,N75_79,9,93
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1955,N75_79,13,132
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1956,N75_79,12,124
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1957,N75_79,7,116
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1958,N75_79,20,151
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1959,N75_79,8,157
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1960,N75_79,14,143
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1961,N75_79,20,176
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1962,N75_79,14,168
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1963,N75_79,23,181
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1964,N75_79,29,182
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1965,N75_79,22,204
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1966,N75_79,19,241
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1967,N75_79,25,220
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1968,N75_79,33,254
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1969,N75_79,21,254
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1970,N75_79,37,235
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1971,N75_79,156,1350
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1972,N75_79,146,1399
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1973,N75_79,189,1533
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1974,N75_79,192,1530
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1975,N75_79,224,1736
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1976,N75_79,219,1712
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1977,N75_79,241,1848
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1978,N75_79,279,2046
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1979,N75_79,290,2186
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1980,N75_79,314,2373
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1981,N75_79,352,2515
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1982,N75_79,324,2586
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1983,N75_79,448,3211
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1984,N75_79,529,3486
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1985,N75_79,535,3770
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1986,N75_79,573,3885
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1987,N75_79,615,4106
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1988,N75_79,739,4896
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1989,N75_79,846,5802
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1990,N75_79,841,5887
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1991,N75_79,883,6150
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1992,N75_79,860,6484
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1993,N75_79,880,6906
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1994,N75_79,888,7259
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1995,N75_79,884,6982
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1996,N75_79,943,7037
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1997,N75_79,987,7504
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1998,N75_79,1279,8738
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,1999,N75_79,1385,9079
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2000,N75_79,1352,9352
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2001,N75_79,1344,9266
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2002,N75_79,1383,9509
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2003,N75_79,1514,10550
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2004,N75_79,1539,11053
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2005,N75_79,1567,11203
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2006,N75_79,1640,11414
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2007,N75_79,1630,11765
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2008,N75_79,1713,12237
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2009,N75_79,1773,12557
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2010,N75_79,1712,12915
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2011,N75_79,1786,13609
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2012,N75_79,1883,13613
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2013,N75_79,1915,14227
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2014,N75_79,2002,14174
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2015,N75_79,2050,14347
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2016,N75_79,2130,14623
"Non-Hodgkin lymphoma2 (C82-86, C96)",F,2017,N75_79,2020,13985
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1953,N75_79,10,65
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1954,N75_79,5,100
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1955,N75_79,12,88
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1956,N75_79,11,138
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1957,N75_79,10,115
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1958,N75_79,18,145
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1959,N75_79,29,159
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1960,N75_79,16,138
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1961,N75_79,17,155
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1962,N75_79,23,154
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1963,N75_79,24,164
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1964,N75_79,18,184
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1965,N75_79,18,180
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1966,N75_79,24,193
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1967,N75_79,24,189
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1968,N75_79,28,194
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1969,N75_79,25,201
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1970,N75_79,40,222
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1971,N75_79,93,1091
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1972,N75_79,110,1117
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1973,N75_79,122,1209
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1974,N75_79,155,1320
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1975,N75_79,153,1303
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1976,N75_79,152,1338
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1977,N75_79,172,1467
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1978,N75_79,188,1635
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1979,N75_79,195,1474
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1980,N75_79,223,1454
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1981,N75_79,247,1577
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1982,N75_79,258,1524
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1983,N75_79,301,1926
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1984,N75_79,317,1848
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1985,N75_79,322,2106
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1986,N75_79,341,2082
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1987,N75_79,358,2240
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1988,N75_79,370,2446
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1989,N75_79,466,2849
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1990,N75_79,409,2762
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1991,N75_79,468,3002
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1992,N75_79,484,3121
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1993,N75_79,460,3209
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1994,N75_79,457,3397
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1995,N75_79,541,3598
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1996,N75_79,585,3870
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1997,N75_79,571,3866
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1998,N75_79,720,4419
Multiple myeloma and immunoproliferative diseases (C88+C90),M,1999,N75_79,790,4554
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2000,N75_79,762,4657
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2001,N75_79,758,4785
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2002,N75_79,760,4879
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2003,N75_79,877,5556
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2004,N75_79,888,5758
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2005,N75_79,976,5793
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2006,N75_79,948,6004
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2007,N75_79,1002,6205
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2008,N75_79,1064,6603
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2009,N75_79,1076,6899
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2010,N75_79,1081,6868
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2011,N75_79,1108,7103
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2012,N75_79,1148,7263
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2013,N75_79,1369,8260
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2014,N75_79,1195,8117
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2015,N75_79,1383,8420
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2016,N75_79,1381,8828
Multiple myeloma and immunoproliferative diseases (C88+C90),M,2017,N75_79,1403,8795
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1953,N75_79,9,64
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1954,N75_79,11,75
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1955,N75_79,5,67
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1956,N75_79,13,90
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1957,N75_79,12,80
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1958,N75_79,13,100
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1959,N75_79,15,99
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1960,N75_79,16,90
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1961,N75_79,12,113
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1962,N75_79,17,100
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1963,N75_79,21,138
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1964,N75_79,27,157
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1965,N75_79,13,131
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1966,N75_79,20,162
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1967,N75_79,38,154
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1968,N75_79,25,171
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1969,N75_79,23,170
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1970,N75_79,20,145
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1971,N75_79,133,984
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1972,N75_79,155,1069
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1973,N75_79,166,1084
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1974,N75_79,188,1272
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1975,N75_79,186,1218
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1976,N75_79,180,1207
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1977,N75_79,209,1407
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1978,N75_79,245,1446
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1979,N75_79,268,1353
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1980,N75_79,253,1439
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1981,N75_79,267,1443
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1982,N75_79,296,1563
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1983,N75_79,330,1848
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1984,N75_79,329,1890
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1985,N75_79,347,2053
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1986,N75_79,389,1972
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1987,N75_79,369,2165
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1988,N75_79,433,2393
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1989,N75_79,489,2836
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1990,N75_79,498,2786
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1991,N75_79,522,2930
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1992,N75_79,474,2914
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1993,N75_79,532,3151
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1994,N75_79,505,3293
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1995,N75_79,529,3415
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1996,N75_79,568,3416
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1997,N75_79,650,3653
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1998,N75_79,744,4073
Multiple myeloma and immunoproliferative diseases (C88+C90),F,1999,N75_79,815,4397
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2000,N75_79,779,4421
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2001,N75_79,789,4347
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2002,N75_79,718,4402
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2003,N75_79,880,5132
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2004,N75_79,864,5098
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2005,N75_79,910,5263
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2006,N75_79,917,5349
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2007,N75_79,918,5526
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2008,N75_79,930,5622
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2009,N75_79,1033,5832
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2010,N75_79,1029,5890
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2011,N75_79,961,5943
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2012,N75_79,1010,6003
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2013,N75_79,1196,6853
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2014,N75_79,1153,6976
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2015,N75_79,1129,6938
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2016,N75_79,1131,7095
Multiple myeloma and immunoproliferative diseases (C88+C90),F,2017,N75_79,1180,7002
Leukaemia (C91-95),M,1953,N75_79,35,315
